StudentID,Grade,Class,MLAT_T1_Total,MLAT_T2_Total,MLAT_T3_Total,PLAB_T1_Total,PLAB_T2_Total,PLAB_T3_Total,GEFT_T1_Total,Eng_T1_ScoreListening,Eng_T1_ScoreTotal,Eng_T1_ScoreUse,Eng_T2_CTest_Total,Eng_T2_CTestRS_Total,Eng_T3_CTest_Total,Eng_T3_CTestRS_Total,LOC_T1_Total.ss,extrinsic_school_T1_Total.ss,extrinsic_leisure_T1_Total.ss,intrinsic_T1_Total.ss,lingua_franca_T1_Total.ss,anxiety_T1_Total.ss,selfconcept_eng_T1_Total.ss,selfconcept_ger_T1_Total.ss,parental_encouragement_T1_Total.ss,teacher_motivation_T1_Total.ss,dedication_T1_Total.ss,extrinsic_school_T2_Total.ss,extrinsic_leisure_T2_Total.ss,intrinsic_T2_Total.ss,lingua_franca_T2_Total.ss,anxiety_T2_Total.ss,selfconcept_eng_T2_Total.ss,selfconcept_ger_T2_Total.ss,parental_encouragement_T2_Total.ss,teacher_motivation_T2_Total.ss,dedication_T2_Total.ss,future_self_T2_Total.ss,extrinsic_school_T3_Total.ss,extrinsic_leisure_T3_Total.ss,intrinsic_T3_Total.ss,lingua_franca_T3_Total.ss,anxiety_T3_Total.ss,selfconcept_eng_T3_Total.ss,selfconcept_ger_T3_Total.ss,parental_encouragement_T3_Total.ss,teacher_motivation_T3_Total.ss,dedication_T3_Total.ss,future_self_T3_Total.ss,ses_T1_Total.ss
4.25.07,4,25,3,9,6,4,1,4,0,NA,NA,NA,4,3.2,7.8,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3333333333333335,2,3,3.25,2,2.6666666666666665,2.75,3.3333333333333335,3.5,2.75,4,4,2.3333333333333335,3.5,3.75,2.6,3,4,3.3333333333333335,3.75,3.25,4,0.4166666666666667
4.25.12,4,25,20,23,NA,4,9,NA,5,69,57,46,10.4,9.6,NA,NA,0.35,3,1,2.5,2.5,2.4,3.3333333333333335,4,3.4,3.4,3.25,3.3333333333333335,1.6666666666666667,2,2.75,3,3,4,1.6666666666666667,2.75,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9375
4.25.14,4,25,9,13,9,3,5,3,2,43,38,33,8,7.2,9.2,9.2,0.45,3.5,2.6666666666666665,3,2,2.6,3.6666666666666665,3,4,2.6,3.25,3.3333333333333335,2.6666666666666665,3.5,3.25,2.6,3.3333333333333335,3.25,3.6666666666666665,2.75,3.25,2.6666666666666665,2.6666666666666665,2.6666666666666665,3,3.25,1.8,2.6666666666666665,3,3,4,2.75,3.3333333333333335,0.6229166666666667
4.25.15,4,25,9,0,10,3,5,9,0,80,72,65,10.8,6.6,13.6,10.8,0.8888888888888888,3.3333333333333335,2.3333333333333335,4,2.6666666666666665,2.5,4,2,3.5,3.75,3.5,3,3,3.5,2.25,2.2,3.3333333333333335,2,2.3333333333333335,3.25,3,2,2.6666666666666665,3.6666666666666665,4,3.5,2.4,4,2.25,3.3333333333333335,4,3.75,4,0.6270833333333333
4.25.16,4,25,8,13,16,3,4,7,2,37,50,63,8,6.6,10.6,9.4,0.5,3.6666666666666665,2.6666666666666665,3,4,1.4,3.3333333333333335,2.75,3,3.2,3.75,3,2.5,2.5,3.5,2.4,2.6666666666666665,2.75,2.6666666666666665,3.3333333333333335,3,4,3.3333333333333335,2.3333333333333335,2.5,3.75,1.6,2.6666666666666665,2.75,2.6666666666666665,3.25,3.25,4,0.6916666666666667
4.30.01,4,30,8,6,13,8,6,7,3,35,27,19,4.2,2.2,9,6.4,0.3,3.6666666666666665,3.6666666666666665,3,3.25,1.4,3.6666666666666665,3.75,3.8,3.6,3.25,3.3333333333333335,4,2,3,1.6,3.6666666666666665,3.5,3.6666666666666665,3.25,2.75,3.6666666666666665,3,3.6666666666666665,3.5,3.5,1.25,4,2.75,3,3.5,3.5,4,0.8125
4.30.02,4,30,13,21,23,7,5,4,3,21,25,30,6.4,4.2,11.6,8.6,0.3,3,3,3.25,3.5,1.4,3,3.5,3,4,3.5,2,1.3333333333333333,2.5,2.5,1,3.6666666666666665,3,2,3.75,4,4,2.3333333333333335,3,2,3.5,1,3.3333333333333335,3,1.3333333333333333,3.75,3.75,3.6666666666666665,0.6479166666666667
4.30.03,4,30,9,16,22,7,8,11,4,65,49,32,7,5.4,10.8,9,0.3,2.6666666666666665,2,2.75,2.5,1.4,3,2.5,2.4,3,2.75,2.6666666666666665,2.3333333333333335,3,2.75,2,3,2.75,3,3,3,2.6666666666666665,2,2,3,3,2.4,3,3,3,3,3,3,0.9375
4.30.04,4,30,8,9,20,4,3,4,2,43,36,28,8.8,6.4,10.6,8.4,0.4,3.3333333333333335,3,3.5,3.5,2.8,1.6666666666666667,3,2.6,3.4,3.5,3,3,3,2,2.4,2.6666666666666665,2.5,1,3,3,2,3,4,3.5,3.75,2.2,2.3333333333333335,2.75,2,2.75,3,3,0.3
4.30.05,4,30,18,21,20,9,10,12,2,66,66,66,8.8,8.2,11.8,11.4,0.47368421052631576,3.6666666666666665,3,3.25,3.75,1.2,4,3.75,4,4,4,4,3.3333333333333335,3.5,3,1.2,4,3.25,3.6666666666666665,4,4,4,3.6666666666666665,3,2.5,3.75,1,4,4,3.6666666666666665,3.75,3.75,3.6666666666666665,0.6416666666666667
4.30.06,4,30,1,9,8,5,3,11,1,55,51,47,7.4,6,12,11,0.35,4,2.3333333333333335,3,3.5,1.6,3.3333333333333335,3.75,3.2,3.6,3.5,4,2.3333333333333335,3.5,3.5,1.8,3.6666666666666665,4,3.3333333333333335,3.25,3.75,3.3333333333333335,3.3333333333333335,2.6666666666666665,3.5,3.5,1.2,3.6666666666666665,4,3.3333333333333335,3.5,3.5,3,0.6333333333333333
4.30.08,4,30,5,21,21,7,3,9,14,34,49,63,10.2,8.4,10.6,9.6,0.2,3.3333333333333335,3,3.25,3.75,1.2,3.3333333333333335,3.5,2.8,3.4,3.75,2.3333333333333335,2,2,2.75,1.4,3,3,1.6666666666666667,2.5,3.5,2.3333333333333335,2,1,3,3.5,2.2,3.3333333333333335,3,2,3,3.5,3.6666666666666665,0.75625
4.30.10,4,30,8,13,22,3,6,7,7,78,58,37,7,4.6,8.8,7.2,0.45,2,2.6666666666666665,2.75,3.5,1.8,3.3333333333333335,4,2.6,3.6,3.25,2.6666666666666665,1.6666666666666667,3,3.5,1,3,3.75,2.3333333333333335,4,3.25,3.6666666666666665,3.6666666666666665,2.3333333333333335,2.5,3.75,1.2,3.3333333333333335,3.75,2.6666666666666665,3.75,4,3.3333333333333335,0.54375
4.30.11,4,30,21,21,25,10,6,7,5,58,55,53,8.6,6.8,12,10.6,0.47368421052631576,3.3333333333333335,3.6666666666666665,3.25,4,1.6,2.3333333333333335,2.75,2.8,3.4,3.5,2.3333333333333335,1.6666666666666667,4,2.75,1.2,3.6666666666666665,3,2.3333333333333335,3.75,4,3.3333333333333335,2,2,2,3.75,2.4,3,2.5,3,4,4,4,0.7375
4.30.12,4,30,20,24,23,6,11,11,4,78,74,69,10.2,8,16,14.4,0.3,3.6666666666666665,3,3.3333333333333335,4,1,3,3.5,1.8,3.6,3.75,3.3333333333333335,1.6666666666666667,3,4,1,3,2.75,2.6666666666666665,4,4,4,2.6666666666666665,2.3333333333333335,3.5,4,1,3.3333333333333335,3,1.6666666666666667,3.75,3.5,3.6666666666666665,0.94375
4.30.13,4,30,5,24,25,4,5,11,4,34,35,36,9.4,9.2,13,12.2,0.4,2.6666666666666665,4,3,4,2.6,3.6666666666666665,4,3.4,4,4,3,3.6666666666666665,3.5,4,2.4,3.6666666666666665,3.75,3.3333333333333335,4,3.75,4,2.6666666666666665,3.3333333333333335,3,4,2,3.6666666666666665,3.75,3.3333333333333335,4,3.75,3.6666666666666665,0.96875
4.30.14,4,30,18,23,26,6,6,14,3,34,27,20,4.4,4,6.4,4.6,0.4,2.6666666666666665,2,2,3.75,2.8,2,3.5,3.6,3.8,2.75,1,1.6666666666666667,1.5,3.75,3.2,2.6666666666666665,3.5,2.3333333333333335,4,3.75,3,3,1.6666666666666667,2,3.75,3.2,3,3,2.3333333333333335,3,2.75,3.3333333333333335,0.7458333333333333
4.30.15,4,30,14,14,21,6,5,4,6,25,35,45,6.8,5.8,7.8,7,0.55,2.6666666666666665,3.3333333333333335,2.75,4,2.8,3.6666666666666665,4,2.4,3.8,3.75,3.3333333333333335,3,2.5,3.25,1.8,3,3.5,2.6666666666666665,3.25,3.25,3,2.3333333333333335,2.6666666666666665,3,3.5,1.4,3.3333333333333335,4,2.6666666666666665,3.75,3.25,3.6666666666666665,0.7520833333333333
4.30.16,4,30,11,5,17,1,5,5,7,57,57,57,12.4,7.2,14.2,12.4,0.65,3.6666666666666665,4,3,3,4,4,1.75,4,4,4,4,4,4,4,1.2,4,2.25,1.6666666666666667,4,4,3.3333333333333335,3.6666666666666665,2.6666666666666665,4,3.25,1.6,4,2.25,3,4,4,4,0.9333333333333333
4.30.17,4,30,9,23,25,8,5,10,3,80,80,80,14.2,12.6,18.4,17.2,0.55,3.6666666666666665,3,2.75,3.5,1.8,4,2.75,3.2,3.2,3,3,2.6666666666666665,3,3.25,1.4,4,3,2.6666666666666665,3,3.25,3.6666666666666665,2.6666666666666665,2,2,3.25,1.6,3,3,2.6666666666666665,3,3,3.3333333333333335,0.5270833333333333
4.30.18,4,30,10,15,11,1,5,8,4,52,41,30,2.6,2.2,9,7.2,0.47368421052631576,3.3333333333333335,2,2.75,4,2.6,2.6666666666666665,3.25,3.6,3.8,4,2,2,3,3.75,2.2,2.6666666666666665,2.25,3.6666666666666665,3.25,3,3.3333333333333335,1.6666666666666667,1.3333333333333333,3,3.75,2.2,2.3333333333333335,3.25,1.3333333333333333,3,3.25,3,0.8916666666666667
4.30.20,4,30,10,23,23,6,6,8,4,37,35,34,6.6,5.4,10.4,8.2,0.13333333333333333,2,1,3.25,1.75,1.2,2.6666666666666665,2.5,3.4,3.8,4,2,1,3.5,1.75,2.75,2.6666666666666665,2.25,4,4,4,2.3333333333333335,2.3333333333333335,1,3.5,2.5,1.2,3,4,3,4,3.5,2.3333333333333335,0.5270833333333333
4.33.01,4,33,22,21,22,6,5,7,8,23,24,26,9,8,13.4,12.6,0.35,3.3333333333333335,2,2.5,3.5,2,3,3,2.8,3,2.75,3.3333333333333335,1,2.5,3.75,2.2,3.3333333333333335,2,3.3333333333333335,3.5,3.75,3,1.6666666666666667,1.6666666666666667,1.5,3.25,2,3,2.5,2.6666666666666665,3,2.75,3,1
4.33.03,4,33,22,24,26,6,15,10,5,70,53,37,9.2,8.6,12.4,11.6,0.4444444444444444,2,3.3333333333333335,3,3.25,2.2,4,3,2.8,2.4,2.75,1.6666666666666667,3.6666666666666665,3,3.5,1.6,4,2.25,3.3333333333333335,3.25,3.25,3.6666666666666665,1.3333333333333333,2.3333333333333335,2.5,3,1.8,3,2.25,3,1.75,2.5,3.3333333333333335,0.8333333333333334
4.33.04,4,33,16,19,19,1,6,4,3,28,22,17,6.2,3.2,8.2,5.8,0.6,2.3333333333333335,2,2,3.5,3.8,2.3333333333333335,3,3,3,3,3,1.3333333333333333,1.5,4,3,1.3333333333333333,2,2.6666666666666665,2.5,2.75,2.6666666666666665,1,1.6666666666666667,2,3,2.4,1.3333333333333333,1.5,2.6666666666666665,2.25,3,2.6666666666666665,0.5708333333333333
4.33.05,4,33,18,15,21,7,4,7,4,42,45,48,7.6,5,8.4,7.2,0.1,3,2,3.25,3.75,1.6,3,4,2.25,4,3.5,3,1.6666666666666667,2.5,4,1.2,3,3,1.6666666666666667,4,3.5,3.6666666666666665,2.6666666666666665,2,2.5,3.75,2.2,3,3,2.3333333333333335,3.5,3.25,3.6666666666666665,0.7729166666666667
4.33.06,4,33,21,23,24,7,12,15,8,48,37,26,10,8.6,11.2,10.4,0.7,2.3333333333333335,1.6666666666666667,3.25,3.5,3.2,2.3333333333333335,2.5,2.4,2.8,3,2,2.6666666666666665,3,4,3.2,2.3333333333333335,3,2.3333333333333335,3.5,3,3.3333333333333335,2,2.6666666666666665,2.5,3.25,2.8,2.3333333333333335,3,2,2.5,2.75,3,0.6666666666666666
4.33.07,4,33,5,13,16,3,6,6,1,32,33,33,7.2,5.2,11.2,9.4,0.75,4,2.6666666666666665,2.75,2.75,2,3,2.25,3.6,3,3.3333333333333335,2.6666666666666665,2,4,4,2,3.3333333333333335,2.25,1.6666666666666667,3.75,3.5,4,3.3333333333333335,3.6666666666666665,4,3.5,2.4,2.3333333333333335,2.25,2.6666666666666665,2.75,3,3.3333333333333335,0.8916666666666667
4.33.08,4,33,25,23,24,5,14,9,4,75,69,62,12.2,12,16.2,15.6,0.2,4,4,3.5,4,1,3.3333333333333335,3.75,3.4,3.8,3.75,2.6666666666666665,4,3,4,1.2,3.6666666666666665,3.75,3.6666666666666665,3.25,3.5,4,4,4,2.5,4,1.4,3.6666666666666665,3.75,2,1.75,2.75,4,0.84375
4.33.10,4,33,15,NA,25,6,NA,13,9,NA,NA,NA,NA,NA,19,17.2,0.25,3,2.3333333333333335,3.6666666666666665,3,1.6,4,NaN,NaN,NaN,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,3.3333333333333335,3,3.25,1.4,4,2.5,2.6666666666666665,2.75,2.5,4,0.9125
4.33.11,4,33,20,25,22,3,5,10,1,57,39,21,9.2,8.6,13.2,12.4,0.47368421052631576,2.3333333333333335,2,2.5,3.5,2.4,2.6666666666666665,2.75,2.2,2.6,3,1.3333333333333333,2,3,4,1.6,2.6666666666666665,2.5,2.3333333333333335,3.25,3.5,4,1,2,3.5,3,1.4,2.6666666666666665,3,1.3333333333333333,2.5,2.75,3.3333333333333335,0.7270833333333333
4.33.12,4,33,10,8,NA,8,0,NA,2,58,38,18,5.2,4,NA,NA,0.55,2,2.3333333333333335,4,2.25,2,2.6666666666666665,2.25,2.4,2.4,3.5,2,2.3333333333333335,2.5,2,2.4,2.6666666666666665,1.5,2,2.5,2.25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90625
4.24.07,4,24,14,NA,NA,4,NA,NA,0,67,50,34,NA,NA,NA,NA,0.35,2.6666666666666665,3,4,3.75,1,3,2.75,2.2,3.8,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6958333333333333
5.03.01,5,3,5,20,22,6,5,7,4,81,74,67,14,11.4,15.6,11.4,0.45,1,1,2,4,1.25,3.5,2.25,3.8,2.75,2,1,1,2.5,2.5,1.2,3.3333333333333335,1.75,3,4,2.5,3.6666666666666665,1.3333333333333333,2.3333333333333335,3.5,2.5,1,4,3,3.3333333333333335,3.75,3,4,0.8194444444444444
5.03.02,5,3,22,24,24,9,15,10,2,81,81,81,19.4,19,20,20,0.2,2.6666666666666665,2,3.25,2.5,1,4,2,2.2,3.6,2,4,3.3333333333333335,4,4,1,4,2.25,3.6666666666666665,3.75,2.5,4,NaN,NaN,NaN,NaN,NaN,4,2,NaN,NaN,NaN,4,0.96875
5.03.03,5,3,21,19,22,4,15,15,11,67,66,65,14.4,13.2,16.4,15.8,0.21052631578947367,2.6666666666666665,1.6666666666666667,3.25,3.25,1.4,4,3.75,3.4,3.5,4,3,1.3333333333333333,3.5,3.75,1,4,3.25,3,3.25,3.75,4,1,1.3333333333333333,3,3.75,1,4,3.25,2.6666666666666665,2.25,2.5,4,0.90625
5.03.04,5,3,24,21,25,12,9,14,4,61,45,29,13.6,12.6,14.6,13.2,0.5,3.6666666666666665,1.3333333333333333,2.5,3,2.2,3.6666666666666665,NaN,NaN,NaN,2.6666666666666665,2.6666666666666665,1.6666666666666667,3,2.75,2.4,3.3333333333333335,2.5,2.6666666666666665,2.75,2,2.6666666666666665,2.6666666666666665,2,3,2.5,1.8,4,3.25,2.6666666666666665,2.75,2.75,3,1
5.03.05,5,3,24,NA,24,7,NA,14,3,80,78,76,NA,NA,18,17.2,0.35,3,1.6666666666666667,3.75,4,1.4,4,4,2.6,3.8,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6666666666666665,1.6666666666666667,3.5,4,1.2,4,3.25,3.3333333333333335,3,3.75,4,1
5.03.06,5,3,25,27,26,9,11,15,5,81,80,80,18,18,18.8,18.6,0.25,1,1.3333333333333333,1.75,2.5,1.8,4,2.25,2.8,3,3.5,1.3333333333333333,1.3333333333333333,1.5,2.75,1.4,3.6666666666666665,2.25,1.6666666666666667,3,3.25,3.3333333333333335,1.6666666666666667,1.3333333333333333,2,2.75,1.6,4,3.25,1.6666666666666667,2,2.5,4,0.88125
5.03.07,5,3,10,14,18,6,7,8,11,61,53,46,4.2,3.8,9.8,8.6,0.5,1,1.6666666666666667,1.25,3.5,3.8,2,3.25,2.6,3,2.75,2.6666666666666665,3.6666666666666665,2.5,3.75,3.2,2.3333333333333335,2.75,2.6666666666666665,3.5,3,3.6666666666666665,3,3,2,3.5,3,2.3333333333333335,3,2.6666666666666665,3.25,2.75,3,0.7208333333333333
5.03.08,5,3,20,18,20,11,5,12,4,80,80,80,17.4,17,15.4,15.4,0.45,4,3.6666666666666665,4,4,1,4,2.25,3.6,3.6,3.25,4,1,4,3.75,1,4,2.5,1,1.75,1.5,4,4,3.3333333333333335,4,4,NaN,4,4,4,3.75,NaN,4,0.725
5.03.09,5,3,19,14,24,3,4,11,9,67,71,76,8.8,8,11.6,10.6,0.45,2.3333333333333335,4,2,4,1,3.3333333333333335,2.5,3.4,4,3.75,1.6666666666666667,3,4,4,1.6,4,3.25,2,4,3.75,4,2,2.6666666666666665,3.5,3.25,1.2,3.3333333333333335,2,1.6666666666666667,3.75,3.5,4,0.6270833333333333
5.03.10,5,3,5,6,17,2,8,3,6,72,50,28,10.2,8.4,11.2,10,0.45,4,3.3333333333333335,3.5,4,1.6,3,3.25,4,4,3.5,3.6666666666666665,3,2.5,3.75,2.8,2.6666666666666665,2.75,4,3.5,3.5,4,3.6666666666666665,2.6666666666666665,2.5,4,2.8,3,2.75,3.3333333333333335,3.25,3.25,4,0.9791666666666666
5.03.11,5,3,21,22,22,15,14,15,9,81,81,80,14.8,13.6,16.4,14.8,0.1,2,3.6666666666666665,2.75,4,1.6,3,2.5,3.2,2.8,3,2.3333333333333335,3.6666666666666665,2.5,4,1.8,2.3333333333333335,2.5,2.3333333333333335,2.25,3,3,2.3333333333333335,3.6666666666666665,2.5,4,1.4,3,3,2,2.25,3,3,0.7714285714285715
5.03.12,5,3,18,21,23,3,10,14,4,80,72,64,14.4,13.6,16.6,16,0.3,2,1.3333333333333333,2.5,3.25,1.6,2.6666666666666665,3.25,3,3.2,3,3.6666666666666665,1.5,3,3.25,1.8,3.3333333333333335,3.5,2,2,3.5,3.3333333333333335,3,1.6666666666666667,2.5,3.25,2,4,3.5,2,3.25,3.75,3.6666666666666665,1
5.03.13,5,3,20,24,23,9,9,15,7,81,65,50,12,10.8,11.4,10.8,0.2857142857142857,3,3,3,3,1,4,2.75,3,3.4,4,2.6666666666666665,2,2.5,2.75,1.4,3,2.5,3.3333333333333335,3,3,4,3.3333333333333335,2,3,4,1.2,4,3.25,3.6666666666666665,2.75,4,4,0.975
5.03.14,5,3,24,24,24,8,10,13,3,77,75,73,13.4,12.8,15,14,0.15,4,2,3.5,3.75,1,3.6666666666666665,3.75,4,3.8,4,3.3333333333333335,1.6666666666666667,3,4,2,3.3333333333333335,3.25,3,3.75,3.75,3.6666666666666665,2.6666666666666665,2.6666666666666665,3,3.75,1.8,3.3333333333333335,4,2,3.5,3.5,4,0.8416666666666667
5.03.16,5,3,16,26,23,12,7,15,9,67,61,55,9,8.6,14.4,12.8,0.45454545454545453,3,2,2.3333333333333335,2,2,2,2,3,2,2,2,NaN,3,2,3,NaN,2,3,NaN,NaN,NaN,1.6666666666666667,2.3333333333333335,2.5,3.25,3,3,2,3,3,2.75,3,0.3729166666666667
5.03.17,5,3,23,25,24,8,7,13,5,80,68,56,10.2,8.4,10.6,9.6,0.3,2,1.3333333333333333,1.75,3.75,3.4,2.3333333333333335,3,3,2.8,2.75,2,2.3333333333333335,2,3.5,2.6,2,2.6666666666666665,2,2.75,3.25,3,1.6666666666666667,2.3333333333333335,1,3.6666666666666665,1.6,2.6666666666666665,3.25,2,2.75,3.25,4,0.9714285714285714
5.03.18,5,3,22,22,24,11,10,10,11,80,80,80,16,14.6,16.4,14.2,0.2,4,4,2,2.75,1.4,3.6666666666666665,2.75,3.2,3.4,3.25,2.6666666666666665,4,3.5,3,1,3,2.5,2,3.25,2.5,3.6666666666666665,2.3333333333333335,1,2,3,1.2,3.6666666666666665,3,1,2.75,2.25,3.3333333333333335,1
5.03.19,5,3,18,23,23,6,9,11,12,38,48,59,12.2,11,11.4,11,0.4,3.6666666666666665,3.3333333333333335,3,4,2.2,2.6666666666666665,2.75,4,3.6,3.75,3.6666666666666665,2.6666666666666665,2.5,3.75,2.6,2.3333333333333335,3,3.3333333333333335,3,3.5,3,3.3333333333333335,2.6666666666666665,2.5,3.75,2,3,3.5,3.3333333333333335,2.75,3,3.6666666666666665,0.8333333333333334
5.03.20,5,3,18,24,26,10,14,13,6,81,80,78,16.4,15.6,17.6,17.4,0.21052631578947367,3,2.6666666666666665,3,4,1,4,3,2.8,3.6,3,2.6666666666666665,2,2,3.5,1,3,2.75,1.6666666666666667,2.75,2.5,3,3,1.6666666666666667,2,4,1.4,3,3,1.6666666666666667,2.25,2.5,3.3333333333333335,0.7041666666666667
5.05.01,5,5,16,21,17,6,2,8,1,46,49,52,11,10,11.4,10.6,0.35,3,3.6666666666666665,4,4,2.4,3.6666666666666665,4,3.8,3.6,3.75,2,3,4,3.75,1,4,4,4,4,3.75,4,1.6666666666666667,2,4,4,1.4,3,3,3,2.5,3.25,4,0.7520833333333333
5.05.02,5,5,20,26,22,4,8,14,5,80,79,77,14,13.4,17.8,17.4,0.15,1,1.3333333333333333,2.75,3.25,1.4,3,3.25,1.8,3.4,3,1,2.6666666666666665,1.5,3.75,1.4,4,2.25,3,3.75,3.25,4,1.3333333333333333,1.6666666666666667,3,4,2,3.3333333333333335,3,3.3333333333333335,2,3.75,4,0.7770833333333333
5.05.03,5,5,14,24,NA,4,11,NA,0,80,80,81,12.4,9.4,NA,NA,0.35,2.6666666666666665,2.3333333333333335,2.75,3.5,2.4,4,2.25,4,3.2,3,3,1,2.5,3.25,1.4,3.6666666666666665,2,2.3333333333333335,1.75,2.75,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73125
5.05.04,5,5,15,18,NA,6,7,NA,3,57,57,57,11.2,10,NA,NA,0.4,1.6666666666666667,3.6666666666666665,2,4,3,1.6666666666666667,1.5,3.6,2.8,3.5,2.3333333333333335,1.5,3.5,4,2.4,2.3333333333333335,1.75,3.3333333333333335,2.5,1.75,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4458333333333333
5.05.06,5,5,13,19,15,8,8,7,2,81,80,80,16.6,14.6,17,15.2,0.45,3,4,3.5,4,2.2,4,3.25,2.8,2.6,3.75,2.6666666666666665,2.6666666666666665,2.5,3,1.8,3,3,2.3333333333333335,3,3.25,3.3333333333333335,2.6666666666666665,2.3333333333333335,3.5,2.75,1,4,3,2.6666666666666665,3,3,2.6666666666666665,0.8291666666666667
5.05.07,5,5,23,21,22,10,5,11,6,78,66,54,12.4,11.8,13.4,12.6,0.3,3,2,1.5,2.25,1.2,3,3.5,1.8,3,2.25,2.6666666666666665,2,2,3,2.4,2.6666666666666665,3,1.6666666666666667,2.75,2.5,3,2.6666666666666665,1.3333333333333333,1.5,3,2.4,2,3.5,2.3333333333333335,2.75,2.5,3,0.4222222222222222
5.05.08,5,5,7,19,15,6,9,12,2,71,60,50,6.4,6.4,15.8,13.8,0.45,2,4,1.25,3.75,3,2.3333333333333335,3.5,4,2.75,2.75,2,2,1.5,2.5,2,2,2.5,2.3333333333333335,2.25,2.25,2.6666666666666665,1,3.6666666666666665,4,1.75,2.2,3,2.25,1,1.5,2.25,3.3333333333333335,0.6020833333333333
5.05.09,5,5,13,NA,NA,2,NA,NA,2,65,46,26,NA,NA,NA,NA,0.5,1.6666666666666667,2.3333333333333335,2,2.5,2.4,2,2.25,3,2.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8395833333333333
5.05.10,5,5,21,19,23,7,7,9,2,80,77,73,12,11,13.2,12.6,0.35,4,4,3,4,2.2,2.6666666666666665,3.5,3,3.4,4,3.6666666666666665,2.6666666666666665,3.5,4,1.4,3.3333333333333335,3.5,2,3,3.25,3.3333333333333335,3.3333333333333335,2.6666666666666665,2.5,3.5,2.4,3,4,2.3333333333333335,2.25,3.5,3,0.8708333333333333
5.05.11,5,5,8,NA,23,8,NA,5,6,81,80,80,NA,NA,17.4,16.4,0.15,3,2.6666666666666665,2.5,3,1,4,3.25,1.8,3.6,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3333333333333335,3.3333333333333335,2.5,4,1,4,2.5,1.3333333333333333,2.75,3,3.6666666666666665,0.8541666666666666
5.05.12,5,5,21,26,20,7,14,11,2,61,59,57,12.8,12,13.6,13.4,0.5,4,2,3.25,4,1,4,4,4,3.4,3.25,4,3.6666666666666665,3.5,3.5,2.4,4,3.75,3.3333333333333335,4,4,4,3,3.6666666666666665,4,3.75,1.6,3.6666666666666665,4,3.3333333333333335,4,3.75,4,0.5666666666666667
5.05.13,5,5,19,20,23,7,5,7,9,62,60,58,10,8.4,11,10,0.4,2,1,1.5,3,1.4,3.3333333333333335,3.5,3.8,3.4,3,2.3333333333333335,2,3,2.75,1.4,2.3333333333333335,2.75,2.3333333333333335,2.5,2.25,3.6666666666666665,1.6666666666666667,1.6666666666666667,1.5,2.25,1.2,3,3,2.6666666666666665,2.75,2.5,4,0.7375
5.05.15,5,5,13,24,23,9,4,6,3,80,80,80,16.6,15.2,17.8,16,0.35,3.3333333333333335,2,4,4,1.2,4,3.5,2.2,4,4,2.6666666666666665,1.6666666666666667,4,4,1,4,3.25,2.3333333333333335,3.5,4,4,3.6666666666666665,2.3333333333333335,4,4,1,4,3.25,2.6666666666666665,3.25,3,4,0.95
5.05.16,5,5,25,NA,NA,14,NA,NA,6,80,80,81,NA,NA,NA,NA,0.5,3.3333333333333335,2,3.25,3.75,2.2,4,2.5,3.4,2.4,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7895833333333333
5.05.17,5,5,23,NA,NA,15,NA,NA,14,81,76,72,NA,NA,NA,NA,0.29411764705882354,1.3333333333333333,2.3333333333333335,3.25,3.25,1.6,4,3,2.2,2.4,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96875
5.05.19,5,5,15,21,22,11,3,12,2,11,11,10,9.8,9,12.8,12.2,0.25,3.3333333333333335,2.3333333333333335,3.5,4,1,4,4,2.8,3.6,3.25,3.3333333333333335,4,4,4,1,4,4,3,3,4,4,3.3333333333333335,2.6666666666666665,3.5,4,1.2,3.6666666666666665,4,1.3333333333333333,2.25,3.5,3.6666666666666665,0.7583333333333333
5.05.20,5,5,16,20,20,4,7,2,14,69,65,60,9.6,8,11.4,9.6,0.7,1,3.6666666666666665,1.5,2.75,2.2,2.3333333333333335,1.75,3.4,1,1.5,1,3,1,2,1.2,3,2,1,1.25,1.25,4,3.3333333333333335,4,2,3,2.2,3,2.5,4,2.5,2.75,3.3333333333333335,0.8229166666666666
